transaction_id,customer_id,transaction_date,transaction_type,channel,country,amount,is_fraud
TXN00015364,125035,2024-02-26 01:48:19.904499,ATM Withdrawal,POS,Singapore,39.7,0
TXN00015365,114865,2024-02-26 01:53:35.266076,ATM Withdrawal,Mobile,UAE,66.99,0
TXN00015366,114194,2024-02-26 01:58:50.627653,Bank Transfer,POS,UK,16.95,0
TXN00015367,114677,2024-02-26 02:04:05.989229,Purchase,POS,India,51.23,0
TXN00015368,110458,2024-02-26 02:09:21.350806,Purchase,POS,Germany,72.42,0
TXN00015369,127243,2024-02-26 02:14:36.712383,Purchase,ATM,India,14.73,0
TXN00015370,117200,2024-02-26 02:19:52.073960,Purchase,Online,Australia,13.95,0
TXN00015371,116045,2024-02-26 02:25:07.435537,ATM Withdrawal,ATM,UK,11.82,0
TXN00015372,115067,2024-02-26 02:30:22.797113,Purchase,POS,UK,211.61,0
TXN00015373,118896,2024-02-26 02:35:38.158690,Purchase,POS,Germany,11.65,0
TXN00015374,100247,2024-02-26 02:40:53.520267,Bank Transfer,ATM,UK,22.64,0
TXN00015375,121210,2024-02-26 02:46:08.881844,Purchase,ATM,India,68.35,0
TXN00015376,106517,2024-02-26 02:51:24.243421,Purchase,POS,UK,76.33,0
TXN00015377,116801,2024-02-26 02:56:39.604998,Purchase,ATM,Germany,17.83,0
TXN00015378,113343,2024-02-26 03:01:54.966574,ATM Withdrawal,Online,USA,50.85,0
TXN00015379,129040,2024-02-26 03:07:10.328151,ATM Withdrawal,Online,India,16.16,0
TXN00015380,123087,2024-02-26 03:12:25.689728,Purchase,ATM,India,256.54,0
TXN00015381,120102,2024-02-26 03:17:41.051305,ATM Withdrawal,POS,India,178.36,0
TXN00015382,116492,2024-02-26 03:22:56.412882,Purchase,POS,India,138.24,0
TXN00015383,127208,2024-02-26 03:28:11.774458,Online Transfer,POS,France,33.94,0
TXN00015384,109031,2024-02-26 03:33:27.136035,ATM Withdrawal,Online,UK,212.05,0
TXN00015385,120898,2024-02-26 03:38:42.497612,Purchase,ATM,India,87.17,0
TXN00015386,129493,2024-02-26 03:43:57.859189,Bill Payment,Mobile,Australia,151.32,0
TXN00015387,101422,2024-02-26 03:49:13.220766,Purchase,ATM,Australia,104.87,0
TXN00015388,112971,2024-02-26 03:54:28.582342,Purchase,POS,USA,44.95,0
TXN00015389,107284,2024-02-26 03:59:43.943919,Purchase,POS,UK,1261.15,0
TXN00015390,128489,2024-02-26 04:04:59.305496,Purchase,Branch,USA,5.27,0
TXN00015391,115946,2024-02-26 04:10:14.667073,Purchase,POS,Singapore,33.56,0
TXN00015392,100256,2024-02-26 04:15:30.028650,Purchase,ATM,UK,59.81,0
TXN00015393,123633,2024-02-26 04:20:45.390226,Purchase,Mobile,India,27.13,0
TXN00015394,111020,2024-02-26 04:26:00.751803,Purchase,Online,USA,8.79,0
TXN00015395,115488,2024-02-26 04:31:16.113380,Online Transfer,POS,UK,13.19,0
TXN00015396,109030,2024-02-26 04:36:31.474957,ATM Withdrawal,Online,UK,60.73,0
TXN00015397,119347,2024-02-26 04:41:46.836534,Purchase,Mobile,USA,227.58,1
TXN00015398,102283,2024-02-26 04:47:02.198110,Purchase,ATM,USA,28.85,0
TXN00015399,108745,2024-02-26 04:52:17.559687,ATM Withdrawal,Online,Germany,60.41,0
TXN00015400,124757,2024-02-26 04:57:32.921264,Purchase,POS,India,22.04,0
TXN00015401,128829,2024-02-26 05:02:48.282841,Bill Payment,POS,India,41.9,0
TXN00015402,117862,2024-02-26 05:08:03.644418,ATM Withdrawal,Branch,UK,19.03,0
TXN00015403,125147,2024-02-26 05:13:19.005995,ATM Withdrawal,POS,India,37.87,0
TXN00015404,121337,2024-02-26 05:18:34.367571,Bank Transfer,Online,France,72.4,0
TXN00015405,122265,2024-02-26 05:23:49.729148,Bill Payment,Mobile,USA,281.66,0
TXN00015406,109920,2024-02-26 05:29:05.090725,Bill Payment,POS,India,33.51,0
TXN00015407,113336,2024-02-26 05:34:20.452302,Purchase,Online,India,72.87,0
TXN00015408,121977,2024-02-26 05:39:35.813879,Purchase,POS,UK,99.21,0
TXN00015409,123476,2024-02-26 05:44:51.175455,Bank Transfer,POS,France,24.6,0
TXN00015410,100592,2024-02-26 05:50:06.537032,Purchase,POS,UK,48.64,0
TXN00015411,106278,2024-02-26 05:55:21.898609,Purchase,POS,UK,12.56,0
TXN00015412,129093,2024-02-26 06:00:37.260186,Purchase,POS,France,6.31,0
TXN00015413,102261,2024-02-26 06:05:52.621763,Bank Transfer,Online,UK,397.29,0
TXN00015414,111140,2024-02-26 06:11:07.983339,Bill Payment,Online,USA,15.72,1
TXN00015415,100348,2024-02-26 06:16:23.344916,Bank Transfer,POS,France,26.25,0
TXN00015416,124742,2024-02-26 06:21:38.706493,Purchase,POS,UK,16.36,0
TXN00015417,121417,2024-02-26 06:26:54.068070,Bank Transfer,Online,UAE,36.41,0
TXN00015418,104444,2024-02-26 06:32:09.429647,Purchase,Online,USA,1.34,0
TXN00015419,111089,2024-02-26 06:37:24.791223,Bank Transfer,Online,India,223.6,0
TXN00015420,129070,2024-02-26 06:42:40.152800,Bill Payment,Online,UK,7.56,0
TXN00015421,108775,2024-02-26 06:47:55.514377,Purchase,ATM,Singapore,42.15,0
TXN00015422,106870,2024-02-26 06:53:10.875954,ATM Withdrawal,Mobile,India,37.78,0
TXN00015423,128083,2024-02-26 06:58:26.237531,Online Transfer,Mobile,India,30.06,0
TXN00015424,122081,2024-02-26 07:03:41.599107,ATM Withdrawal,Online,UK,5.66,0
TXN00015425,128980,2024-02-26 07:08:56.960684,Purchase,ATM,USA,5.51,0
TXN00015426,119423,2024-02-26 07:14:12.322261,ATM Withdrawal,Online,India,66.45,0
TXN00015427,102846,2024-02-26 07:19:27.683838,Online Transfer,POS,UK,227.14,0
TXN00015428,124249,2024-02-26 07:24:43.045415,Purchase,Online,UK,168.5,0
TXN00015429,127343,2024-02-26 07:29:58.406992,Online Transfer,Online,India,32.86,0
TXN00015430,122994,2024-02-26 07:35:13.768568,Purchase,POS,UK,52.31,0
TXN00015431,112387,2024-02-26 07:40:29.130145,ATM Withdrawal,POS,USA,143.0,0
TXN00015432,101266,2024-02-26 07:45:44.491722,Bank Transfer,POS,USA,54.25,0
TXN00015433,112446,2024-02-26 07:50:59.853299,Bill Payment,Online,UK,47.32,0
TXN00015434,129226,2024-02-26 07:56:15.214876,ATM Withdrawal,ATM,India,312.29,0
TXN00015435,112939,2024-02-26 08:01:30.576452,ATM Withdrawal,Online,India,188.52,0
TXN00015436,111160,2024-02-26 08:06:45.938029,Purchase,Mobile,USA,18.09,0
TXN00015437,102275,2024-02-26 08:12:01.299606,Purchase,POS,UK,23.59,0
TXN00015438,118855,2024-02-26 08:17:16.661183,Purchase,POS,UAE,14.49,0
TXN00015439,110483,2024-02-26 08:22:32.022760,Purchase,Online,UK,82.79,0
TXN00015440,118962,2024-02-26 08:27:47.384336,Bill Payment,POS,Singapore,181.45,0
TXN00015441,120045,2024-02-26 08:33:02.745913,Purchase,Online,France,40.69,0
TXN00015442,101069,2024-02-26 08:38:18.107490,ATM Withdrawal,Mobile,Singapore,67.82,1
TXN00015443,121976,2024-02-26 08:43:33.469067,Purchase,Online,Germany,42.23,0
TXN00015444,114707,2024-02-26 08:48:48.830644,Purchase,Online,Singapore,85.02,0
TXN00015445,105975,2024-02-26 08:54:04.192220,Bank Transfer,POS,UK,4.53,0
TXN00015446,110929,2024-02-26 08:59:19.553797,Online Transfer,Online,Germany,88.51,0
TXN00015447,121214,2024-02-26 09:04:34.915374,Purchase,POS,USA,8.37,0
TXN00015448,101951,2024-02-26 09:09:50.276951,ATM Withdrawal,Online,UK,23.18,0
TXN00015449,124668,2024-02-26 09:15:05.638528,Purchase,Online,USA,5.81,0
TXN00015450,119478,2024-02-26 09:20:21.000105,ATM Withdrawal,Mobile,UK,147.27,0
TXN00015451,110412,2024-02-26 09:25:36.361681,Purchase,Branch,Singapore,17.2,0
TXN00015452,121696,2024-02-26 09:30:51.723258,Bank Transfer,ATM,UAE,13.15,0
TXN00015453,113389,2024-02-26 09:36:07.084835,ATM Withdrawal,Online,India,1696.67,0
TXN00015454,129977,2024-02-26 09:41:22.446412,ATM Withdrawal,ATM,UK,2.49,0
TXN00015455,117772,2024-02-26 09:46:37.807989,Purchase,Mobile,UK,284.81,0
TXN00015456,104275,2024-02-26 09:51:53.169565,ATM Withdrawal,Online,Australia,1.45,0
TXN00015457,102286,2024-02-26 09:57:08.531142,Bill Payment,POS,UAE,148.87,0
TXN00015458,119591,2024-02-26 10:02:23.892719,Purchase,ATM,Singapore,42.25,0
TXN00015459,119309,2024-02-26 10:07:39.254296,Online Transfer,POS,UK,22.44,0
TXN00015460,107046,2024-02-26 10:12:54.615873,Purchase,ATM,USA,7.43,0
TXN00015461,124856,2024-02-26 10:18:09.977449,Bank Transfer,Online,India,6.67,0
TXN00015462,129715,2024-02-26 10:23:25.339026,ATM Withdrawal,Online,UK,335.51,0
TXN00015463,101619,2024-02-26 10:28:40.700603,Bill Payment,Mobile,UK,119.99,0
TXN00015464,110980,2024-02-26 10:33:56.062180,Purchase,Branch,UK,14.58,0
TXN00015465,108563,2024-02-26 10:39:11.423757,Purchase,Online,Singapore,104.46,0
TXN00015466,122281,2024-02-26 10:44:26.785333,Purchase,Online,UK,23.39,0
TXN00015467,127760,2024-02-26 10:49:42.146910,Bank Transfer,Online,UAE,38.15,0
TXN00015468,112027,2024-02-26 10:54:57.508487,Purchase,Mobile,Germany,374.67,0
TXN00015469,107844,2024-02-26 11:00:12.870064,Purchase,Online,France,79.1,0
TXN00015470,109896,2024-02-26 11:05:28.231641,ATM Withdrawal,Online,Australia,39.1,0
TXN00015471,126845,2024-02-26 11:10:43.593217,ATM Withdrawal,Mobile,India,18.63,0
TXN00015472,123448,2024-02-26 11:15:58.954794,ATM Withdrawal,POS,UK,144.01,0
TXN00015473,124880,2024-02-26 11:21:14.316371,ATM Withdrawal,Online,UAE,7.28,0
TXN00015474,111967,2024-02-26 11:26:29.677948,Bill Payment,Online,UK,31.69,0
TXN00015475,117733,2024-02-26 11:31:45.039525,Online Transfer,ATM,India,9.14,0
TXN00015476,121941,2024-02-26 11:37:00.401102,ATM Withdrawal,POS,India,862.29,0
TXN00015477,105290,2024-02-26 11:42:15.762678,Online Transfer,ATM,Singapore,91.7,0
TXN00015478,118807,2024-02-26 11:47:31.124255,Purchase,Online,UK,217.77,0
TXN00015479,120013,2024-02-26 11:52:46.485832,Purchase,Online,UAE,214.64,0
TXN00015480,118813,2024-02-26 11:58:01.847409,Online Transfer,Online,Singapore,56.45,0
TXN00015481,103034,2024-02-26 12:03:17.208986,Bank Transfer,Online,UAE,28.14,0
TXN00015482,122542,2024-02-26 12:08:32.570562,Bill Payment,Online,France,112.64,0
TXN00015483,108861,2024-02-26 12:13:47.932139,Bill Payment,ATM,UK,121.09,0
TXN00015484,125076,2024-02-26 12:19:03.293716,Bank Transfer,Branch,UK,89.67,0
TXN00015485,107814,2024-02-26 12:24:18.655293,Bill Payment,Mobile,USA,23.01,0
TXN00015486,117799,2024-02-26 12:29:34.016870,Bank Transfer,Mobile,Australia,625.18,0
TXN00015487,113861,2024-02-26 12:34:49.378446,Bank Transfer,Online,France,32.08,1
TXN00015488,123093,2024-02-26 12:40:04.740023,Purchase,POS,India,46.54,0
TXN00015489,125106,2024-02-26 12:45:20.101600,Purchase,Online,India,9.92,0
TXN00015490,114295,2024-02-26 12:50:35.463177,Bank Transfer,POS,India,421.79,0
TXN00015491,123020,2024-02-26 12:55:50.824754,Bank Transfer,Mobile,UAE,61.07,0
TXN00015492,103622,2024-02-26 13:01:06.186330,Purchase,ATM,India,47.81,0
TXN00015493,128033,2024-02-26 13:06:21.547907,Purchase,Online,India,41.72,0
TXN00015494,121700,2024-02-26 13:11:36.909484,Purchase,POS,Singapore,12.08,0
TXN00015495,117139,2024-02-26 13:16:52.271061,Purchase,Mobile,UK,127.0,0
TXN00015496,102348,2024-02-26 13:22:07.632638,ATM Withdrawal,ATM,UK,2.94,0
TXN00015497,129487,2024-02-26 13:27:22.994214,Bill Payment,POS,USA,9.83,0
TXN00015498,114883,2024-02-26 13:32:38.355791,Purchase,Mobile,UK,60.21,0
TXN00015499,117111,2024-02-26 13:37:53.717368,Purchase,Mobile,Singapore,617.02,0
TXN00015500,129403,2024-02-26 13:43:09.078945,ATM Withdrawal,Mobile,UK,13.81,0
TXN00015501,104924,2024-02-26 13:48:24.440522,Online Transfer,Online,France,13.82,0
TXN00015502,119034,2024-02-26 13:53:39.802099,Purchase,ATM,UK,29.67,0
TXN00015503,126623,2024-02-26 13:58:55.163675,Bank Transfer,ATM,UK,2.54,0
TXN00015504,115612,2024-02-26 14:04:10.525252,Purchase,POS,India,51.32,0
TXN00015505,115368,2024-02-26 14:09:25.886829,Purchase,POS,UK,403.09,0
TXN00015506,119200,2024-02-26 14:14:41.248406,Online Transfer,Branch,UK,108.88,0
TXN00015507,109067,2024-02-26 14:19:56.609983,Bill Payment,POS,France,231.91,0
TXN00015508,103280,2024-02-26 14:25:11.971559,Bank Transfer,POS,UK,2.6,0
TXN00015509,119369,2024-02-26 14:30:27.333136,Online Transfer,Online,UK,93.01,0
TXN00015510,126755,2024-02-26 14:35:42.694713,Purchase,ATM,UK,26.74,0
TXN00015511,103808,2024-02-26 14:40:58.056290,Bank Transfer,Online,USA,55.76,0
TXN00015512,124261,2024-02-26 14:46:13.417867,ATM Withdrawal,Online,USA,37.7,0
TXN00015513,122484,2024-02-26 14:51:28.779443,Purchase,Mobile,Germany,141.89,0
TXN00015514,113966,2024-02-26 14:56:44.141020,Bill Payment,Online,India,20.18,0
TXN00015515,116124,2024-02-26 15:01:59.502597,Bank Transfer,Mobile,UK,98.51,0
TXN00015516,116992,2024-02-26 15:07:14.864174,Purchase,Mobile,UK,101.72,0
TXN00015517,122554,2024-02-26 15:12:30.225751,Purchase,ATM,India,56.33,0
TXN00015518,124175,2024-02-26 15:17:45.587327,Bank Transfer,POS,USA,11.5,0
TXN00015519,121958,2024-02-26 15:23:00.948904,Purchase,Online,India,49.53,0
TXN00015520,100635,2024-02-26 15:28:16.310481,Bill Payment,POS,UK,53.03,0
TXN00015521,129882,2024-02-26 15:33:31.672058,Purchase,Mobile,UK,51.97,0
TXN00015522,112772,2024-02-26 15:38:47.033635,Purchase,Branch,USA,18.21,0
TXN00015523,127304,2024-02-26 15:44:02.395211,Bill Payment,ATM,Singapore,20.11,0
TXN00015524,117459,2024-02-26 15:49:17.756788,Purchase,ATM,UK,126.11,0
TXN00015525,118299,2024-02-26 15:54:33.118365,Bill Payment,Branch,UK,69.03,0
TXN00015526,114341,2024-02-26 15:59:48.479942,Purchase,Online,USA,27.57,0
TXN00015527,100589,2024-02-26 16:05:03.841519,Online Transfer,Online,UK,180.13,0
TXN00015528,103232,2024-02-26 16:10:19.203096,ATM Withdrawal,Online,Germany,42.31,0
TXN00015529,106352,2024-02-26 16:15:34.564672,ATM Withdrawal,Mobile,India,37.68,0
TXN00015530,126881,2024-02-26 16:20:49.926249,Purchase,POS,UK,225.33,0
TXN00015531,129901,2024-02-26 16:26:05.287826,Online Transfer,Online,UK,14.55,0
TXN00015532,103839,2024-02-26 16:31:20.649403,Bank Transfer,Online,USA,41.22,0
TXN00015533,101974,2024-02-26 16:36:36.010980,Online Transfer,ATM,UK,286.73,0
TXN00015534,114347,2024-02-26 16:41:51.372556,Purchase,Online,UAE,359.56,0
TXN00015535,105045,2024-02-26 16:47:06.734133,Purchase,Online,India,29.1,0
TXN00015536,110248,2024-02-26 16:52:22.095710,Online Transfer,POS,USA,115.65,0
TXN00015537,111673,2024-02-26 16:57:37.457287,Purchase,ATM,USA,32.49,0
TXN00015538,110272,2024-02-26 17:02:52.818864,Purchase,ATM,UK,6.73,0
TXN00015539,122488,2024-02-26 17:08:08.180440,Purchase,POS,India,56.58,0
TXN00015540,106684,2024-02-26 17:13:23.542017,Purchase,Online,India,28.07,0
TXN00015541,122222,2024-02-26 17:18:38.903594,Online Transfer,Online,USA,29.81,0
TXN00015542,111245,2024-02-26 17:23:54.265171,Bill Payment,Online,UK,18.54,0
TXN00015543,129059,2024-02-26 17:29:09.626748,ATM Withdrawal,Mobile,UK,112.82,0
TXN00015544,125828,2024-02-26 17:34:24.988324,Online Transfer,Online,Germany,18.0,0
TXN00015545,106784,2024-02-26 17:39:40.349901,Online Transfer,POS,India,138.24,0
TXN00015546,105595,2024-02-26 17:44:55.711478,Purchase,Online,India,2.62,0
TXN00015547,128372,2024-02-26 17:50:11.073055,Online Transfer,Online,Germany,39.79,1
TXN00015548,103823,2024-02-26 17:55:26.434632,Bank Transfer,POS,UK,27.31,0
TXN00015549,128879,2024-02-26 18:00:41.796208,Bank Transfer,Branch,USA,4.85,0
TXN00015550,103390,2024-02-26 18:05:57.157785,Purchase,Online,Australia,83.34,0
TXN00015551,105915,2024-02-26 18:11:12.519362,Purchase,Online,UK,19.82,0
TXN00015552,118165,2024-02-26 18:16:27.880939,Online Transfer,Mobile,UK,72.41,0
TXN00015553,127181,2024-02-26 18:21:43.242516,Online Transfer,Online,UK,37.64,0
TXN00015554,103689,2024-02-26 18:26:58.604093,Bill Payment,POS,USA,7.94,0
TXN00015555,114684,2024-02-26 18:32:13.965669,Purchase,Mobile,India,317.58,0
TXN00015556,113081,2024-02-26 18:37:29.327246,Bill Payment,Online,UAE,141.97,0
TXN00015557,109917,2024-02-26 18:42:44.688823,Purchase,Online,Australia,86.09,0
TXN00015558,123596,2024-02-26 18:48:00.050400,Purchase,POS,UK,524.27,0
TXN00015559,129678,2024-02-26 18:53:15.411977,Purchase,POS,UK,13.7,0
TXN00015560,127361,2024-02-26 18:58:30.773553,Purchase,POS,UK,17.47,0
TXN00015561,105038,2024-02-26 19:03:46.135130,Bank Transfer,POS,UK,103.09,0
TXN00015562,113454,2024-02-26 19:09:01.496707,Purchase,Mobile,UK,192.45,0
TXN00015563,128296,2024-02-26 19:14:16.858284,Bank Transfer,POS,UK,20.98,0
TXN00015564,122704,2024-02-26 19:19:32.219861,Purchase,Online,USA,226.34,0
TXN00015565,126254,2024-02-26 19:24:47.581437,Purchase,Online,UK,41.88,0
TXN00015566,108641,2024-02-26 19:30:02.943014,ATM Withdrawal,Online,USA,34.46,0
TXN00015567,129264,2024-02-26 19:35:18.304591,Purchase,Online,Australia,606.36,0
TXN00015568,100082,2024-02-26 19:40:33.666168,Purchase,POS,India,5.06,0
TXN00015569,106279,2024-02-26 19:45:49.027745,Bill Payment,Online,France,180.87,1
TXN00015570,116079,2024-02-26 19:51:04.389321,Bill Payment,POS,UAE,61.85,0
TXN00015571,123384,2024-02-26 19:56:19.750898,Purchase,Branch,USA,31.09,0
TXN00015572,115537,2024-02-26 20:01:35.112475,Purchase,ATM,UK,194.68,0
TXN00015573,117791,2024-02-26 20:06:50.474052,ATM Withdrawal,POS,India,11.77,0
TXN00015574,107411,2024-02-26 20:12:05.835629,Online Transfer,ATM,UK,217.72,0
TXN00015575,115927,2024-02-26 20:17:21.197205,Purchase,Online,UK,30.49,0
TXN00015576,115501,2024-02-26 20:22:36.558782,Purchase,POS,Singapore,73.36,0
TXN00015577,101481,2024-02-26 20:27:51.920359,Bill Payment,POS,India,31.84,0
TXN00015578,109272,2024-02-26 20:33:07.281936,ATM Withdrawal,Mobile,UK,180.49,0
TXN00015579,103599,2024-02-26 20:38:22.643513,Bank Transfer,Online,UK,76.58,0
TXN00015580,115033,2024-02-26 20:43:38.005090,Purchase,POS,Germany,184.27,0
TXN00015581,107994,2024-02-26 20:48:53.366666,Purchase,Branch,India,181.7,0
TXN00015582,129091,2024-02-26 20:54:08.728243,Purchase,Mobile,USA,36.52,0
TXN00015583,120568,2024-02-26 20:59:24.089820,Online Transfer,POS,India,9.14,0
TXN00015584,120065,2024-02-26 21:04:39.451397,ATM Withdrawal,Online,UK,2.72,0
TXN00015585,110896,2024-02-26 21:09:54.812974,Purchase,POS,USA,66.73,0
TXN00015586,115368,2024-02-26 21:15:10.174550,ATM Withdrawal,POS,France,188.18,0
TXN00015587,107645,2024-02-26 21:20:25.536127,Bill Payment,Mobile,UK,35.28,0
TXN00015588,120695,2024-02-26 21:25:40.897704,Online Transfer,Online,UAE,39.07,1
TXN00015589,111949,2024-02-26 21:30:56.259281,Online Transfer,ATM,India,93.82,0
TXN00015590,118143,2024-02-26 21:36:11.620858,ATM Withdrawal,Online,France,32.7,0
TXN00015591,102600,2024-02-26 21:41:26.982434,Purchase,ATM,UK,15.36,0
TXN00015592,122001,2024-02-26 21:46:42.344011,Online Transfer,Mobile,India,44.39,0
TXN00015593,105814,2024-02-26 21:51:57.705588,ATM Withdrawal,Online,Australia,37.26,0
TXN00015594,127127,2024-02-26 21:57:13.067165,Bank Transfer,Branch,UAE,41.03,0
TXN00015595,103854,2024-02-26 22:02:28.428742,Purchase,ATM,India,17.34,0
TXN00015596,127323,2024-02-26 22:07:43.790318,Purchase,Online,India,16.5,0
TXN00015597,118677,2024-02-26 22:12:59.151895,Bill Payment,ATM,UAE,15.98,0
TXN00015598,101502,2024-02-26 22:18:14.513472,Purchase,POS,UK,15.72,0
TXN00015599,128981,2024-02-26 22:23:29.875049,ATM Withdrawal,Mobile,UK,450.63,0
TXN00015600,108423,2024-02-26 22:28:45.236626,Purchase,Online,France,248.99,0
TXN00015601,107551,2024-02-26 22:34:00.598202,Online Transfer,Online,UK,5.51,0
TXN00015602,104251,2024-02-26 22:39:15.959779,Bank Transfer,Mobile,UK,88.42,0
TXN00015603,125775,2024-02-26 22:44:31.321356,Online Transfer,POS,UK,123.76,0
TXN00015604,106992,2024-02-26 22:49:46.682933,ATM Withdrawal,Mobile,USA,12.18,0
TXN00015605,116499,2024-02-26 22:55:02.044510,Purchase,Mobile,India,1653.3,0
TXN00015606,125990,2024-02-26 23:00:17.406087,ATM Withdrawal,POS,Australia,338.86,0
TXN00015607,104407,2024-02-26 23:05:32.767663,Bank Transfer,Online,UK,208.5,0
TXN00015608,125569,2024-02-26 23:10:48.129240,Purchase,POS,USA,48.87,0
TXN00015609,118732,2024-02-26 23:16:03.490817,Purchase,POS,France,34.11,0
TXN00015610,101042,2024-02-26 23:21:18.852394,Bank Transfer,Online,India,11.22,0
TXN00015611,106928,2024-02-26 23:26:34.213971,ATM Withdrawal,POS,UK,26.84,0
TXN00015612,116396,2024-02-26 23:31:49.575547,Bank Transfer,Mobile,Germany,37.09,0
TXN00015613,124365,2024-02-26 23:37:04.937124,Purchase,ATM,India,30.44,0
TXN00015614,107872,2024-02-26 23:42:20.298701,Purchase,Mobile,UK,83.52,0
TXN00015615,106376,2024-02-26 23:47:35.660278,ATM Withdrawal,ATM,UK,72.6,0
TXN00015616,123483,2024-02-26 23:52:51.021855,Purchase,Online,UAE,22.36,0
TXN00015617,103677,2024-02-26 23:58:06.383431,ATM Withdrawal,POS,India,65.24,0
TXN00015618,122494,2024-02-27 00:03:21.745008,ATM Withdrawal,Online,Singapore,53.39,1
TXN00015619,113018,2024-02-27 00:08:37.106585,Bill Payment,POS,Singapore,204.75,0
TXN00015620,121782,2024-02-27 00:13:52.468162,Online Transfer,Online,UK,110.53,0
TXN00015621,103066,2024-02-27 00:19:07.829739,Purchase,Mobile,UK,5.21,0
TXN00015622,102037,2024-02-27 00:24:23.191315,Bank Transfer,POS,France,13.38,0
TXN00015623,103047,2024-02-27 00:29:38.552892,Online Transfer,ATM,UK,105.4,0
TXN00015624,126927,2024-02-27 00:34:53.914469,Purchase,Branch,India,147.48,0
TXN00015625,116925,2024-02-27 00:40:09.276046,Purchase,Mobile,USA,16.77,0
TXN00015626,127437,2024-02-27 00:45:24.637623,Online Transfer,Mobile,UK,16.79,0
TXN00015627,100077,2024-02-27 00:50:39.999199,ATM Withdrawal,ATM,India,19.03,0
TXN00015628,119452,2024-02-27 00:55:55.360776,Purchase,POS,UK,50.7,0
TXN00015629,115881,2024-02-27 01:01:10.722353,Purchase,POS,UK,65.54,0
TXN00015630,116408,2024-02-27 01:06:26.083930,Bank Transfer,Online,USA,5.0,0
TXN00015631,121519,2024-02-27 01:11:41.445507,Bank Transfer,Online,France,27.93,0
TXN00015632,117060,2024-02-27 01:16:56.807084,Bank Transfer,Branch,UK,20.4,0
TXN00015633,123053,2024-02-27 01:22:12.168660,Bank Transfer,POS,Germany,12.71,0
TXN00015634,126971,2024-02-27 01:27:27.530237,Bill Payment,ATM,UK,67.37,0
TXN00015635,104268,2024-02-27 01:32:42.891814,Purchase,Online,Singapore,30.66,1
TXN00015636,105989,2024-02-27 01:37:58.253391,ATM Withdrawal,Online,UK,11.03,0
TXN00015637,127975,2024-02-27 01:43:13.614968,Purchase,POS,UK,47.31,0
TXN00015638,127336,2024-02-27 01:48:28.976544,Purchase,ATM,USA,11.98,0
TXN00015639,124037,2024-02-27 01:53:44.338121,Bill Payment,Online,Singapore,58.44,0
TXN00015640,108681,2024-02-27 01:58:59.699698,Bank Transfer,Branch,India,1.57,0
TXN00015641,101486,2024-02-27 02:04:15.061275,Purchase,Mobile,France,57.88,0
TXN00015642,114714,2024-02-27 02:09:30.422852,Purchase,Mobile,UK,3.83,0
TXN00015643,120044,2024-02-27 02:14:45.784428,Purchase,Mobile,Germany,5.09,1
TXN00015644,127812,2024-02-27 02:20:01.146005,ATM Withdrawal,Online,India,147.96,0
TXN00015645,102420,2024-02-27 02:25:16.507582,Purchase,Online,Germany,7.59,0
TXN00015646,124125,2024-02-27 02:30:31.869159,ATM Withdrawal,POS,Australia,37.87,0
TXN00015647,123528,2024-02-27 02:35:47.230736,Purchase,POS,India,19.1,0
TXN00015648,115313,2024-02-27 02:41:02.592312,Purchase,Online,Germany,7.94,0
TXN00015649,103496,2024-02-27 02:46:17.953889,Purchase,Mobile,UK,139.78,0
TXN00015650,117141,2024-02-27 02:51:33.315466,Online Transfer,Online,USA,6.94,0
TXN00015651,110717,2024-02-27 02:56:48.677043,Bank Transfer,POS,UK,33.05,0
TXN00015652,112443,2024-02-27 03:02:04.038620,Bank Transfer,POS,UK,63.69,0
TXN00015653,124833,2024-02-27 03:07:19.400197,Purchase,POS,Germany,5.58,0
TXN00015654,118164,2024-02-27 03:12:34.761773,Bank Transfer,Mobile,UAE,380.04,0
TXN00015655,112962,2024-02-27 03:17:50.123350,Bank Transfer,Mobile,Germany,120.53,0
TXN00015656,110308,2024-02-27 03:23:05.484927,ATM Withdrawal,Online,UK,25.2,0
TXN00015657,106488,2024-02-27 03:28:20.846504,Purchase,Online,UK,8.68,0
TXN00015658,127925,2024-02-27 03:33:36.208081,Bank Transfer,Mobile,India,35.56,0
TXN00015659,129345,2024-02-27 03:38:51.569657,Purchase,POS,UK,26.42,0
TXN00015660,109665,2024-02-27 03:44:06.931234,Bill Payment,Branch,Singapore,117.77,0
TXN00015661,116361,2024-02-27 03:49:22.292811,Purchase,POS,UK,15.66,0
TXN00015662,116643,2024-02-27 03:54:37.654388,Purchase,POS,Germany,160.31,0
TXN00015663,104076,2024-02-27 03:59:53.015965,Online Transfer,Online,USA,219.24,0
TXN00015664,124883,2024-02-27 04:05:08.377541,Purchase,Mobile,UK,1.26,0
TXN00015665,124399,2024-02-27 04:10:23.739118,ATM Withdrawal,POS,USA,80.16,0
TXN00015666,117503,2024-02-27 04:15:39.100695,Purchase,ATM,UK,6.06,0
TXN00015667,115286,2024-02-27 04:20:54.462272,Purchase,Online,UK,11.29,0
TXN00015668,107632,2024-02-27 04:26:09.823849,Purchase,Online,UAE,34.5,0
TXN00015669,103018,2024-02-27 04:31:25.185425,Purchase,POS,USA,18.86,0
TXN00015670,120726,2024-02-27 04:36:40.547002,Purchase,POS,India,27.43,0
