customer_id,total_transactions,active_days,total_transaction_value,average_transaction_amount,maximum_transaction_amount,historical_fraud_transactions,historical_fraud_rate,average_transaction_velocity,maximum_transaction_velocity,rapid_transaction_count,amount_anomaly_count,international_transaction_count,digital_transaction_count,average_behavioural_risk_score,maximum_behavioural_risk_score
100258,6,6,709.38,118.230000,278.42,0,0.0000,1.00000000,1.0000,0,0,2,2,0.6667,2
100259,10,10,726.47,72.647000,294.59,0,0.0000,1.00000000,1.0000,0,0,6,8,1.4000,2
100260,8,8,625.25,78.156250,211.29,0,0.0000,1.00000000,1.0000,0,0,4,4,1.0000,2
100261,8,8,773.04,96.630000,211.43,0,0.0000,1.00000000,1.0000,0,0,7,2,1.1250,2
100262,4,4,342.08,85.520000,165.27,0,0.0000,1.00000000,1.0000,0,0,3,1,1.0000,2
100263,4,4,585.05,146.262500,296.33,1,0.2500,1.00000000,1.0000,0,0,4,2,1.5000,2
100264,7,7,769.90,109.985714,234.98,0,0.0000,1.00000000,1.0000,0,0,4,0,0.5714,1
100265,5,5,293.94,58.788000,101.83,0,0.0000,1.00000000,1.0000,0,0,4,1,1.0000,2
100266,7,7,2256.47,322.352857,771.37,0,0.0000,1.00000000,1.0000,0,1,5,3,1.5714,3
100267,4,4,366.63,91.657500,150.87,0,0.0000,1.00000000,1.0000,0,0,3,3,1.5000,2
100268,5,5,155.34,31.068000,55.38,0,0.0000,1.00000000,1.0000,0,0,2,0,0.4000,1
100269,7,7,273.29,39.041429,125.36,0,0.0000,1.00000000,1.0000,0,0,5,2,1.0000,2
100270,9,9,1445.26,160.584444,831.63,0,0.0000,1.00000000,1.0000,0,1,2,5,1.0000,2
100271,5,5,2309.92,461.984000,2132.65,1,0.2000,1.00000000,1.0000,0,1,3,5,2.0000,3
100272,7,7,366.18,52.311429,176.13,0,0.0000,1.00000000,1.0000,0,0,5,5,1.4286,2
100273,5,5,449.56,89.912000,144.68,0,0.0000,1.00000000,1.0000,0,0,3,2,1.0000,2
100274,2,2,177.15,88.575000,158.38,0,0.0000,1.00000000,1.0000,0,0,1,0,0.5000,1
100275,1,1,366.84,366.840000,366.84,0,0.0000,1.00000000,1.0000,0,0,1,1,3.0000,3
100276,7,7,546.47,78.067143,266.99,0,0.0000,1.00000000,1.0000,0,0,6,2,1.1429,2
100277,10,10,692.45,69.245000,192.94,0,0.0000,1.00000000,1.0000,0,0,6,6,1.2000,2
100278,6,6,329.78,54.963333,108.95,0,0.0000,1.00000000,1.0000,0,0,6,2,1.3333,2
100279,7,7,746.97,106.710000,313.09,0,0.0000,1.00000000,1.0000,0,0,5,2,1.0000,2
100280,5,5,352.33,70.466000,221.81,0,0.0000,1.00000000,1.0000,0,0,2,3,1.0000,2
100281,9,9,1889.50,209.944444,853.65,1,0.1111,1.00000000,1.0000,0,1,5,4,1.4444,3
100282,9,9,499.26,55.473333,215.62,1,0.1111,1.00000000,1.0000,0,0,5,2,0.7778,2
100283,6,6,462.38,77.063333,239.46,0,0.0000,1.00000000,1.0000,0,0,5,4,1.5000,2
100284,6,6,569.80,94.966667,310.50,0,0.0000,1.00000000,1.0000,0,0,3,3,1.0000,2
100285,12,12,914.53,76.210833,276.96,0,0.0000,1.00000000,1.0000,0,0,8,6,1.1667,2
100286,4,4,473.72,118.430000,358.06,0,0.0000,1.00000000,1.0000,0,0,4,3,2.0000,3
100287,5,5,275.43,55.086000,86.52,0,0.0000,1.00000000,1.0000,0,0,2,2,0.8000,2
100288,8,8,1004.22,125.527500,448.34,1,0.1250,1.12500000,2.0000,0,0,7,5,1.6250,2
100289,6,6,331.80,55.300000,75.86,0,0.0000,1.00000000,1.0000,0,0,5,2,1.1667,2
100290,6,6,336.73,56.121667,120.73,0,0.0000,1.00000000,1.0000,0,0,2,3,0.8333,2
100291,8,8,603.55,75.443750,319.81,0,0.0000,1.00000000,1.0000,0,0,6,6,1.5000,2
100292,7,7,941.46,134.494286,252.58,0,0.0000,1.00000000,1.0000,0,0,4,4,1.1429,2
100293,5,5,270.56,54.112000,102.79,0,0.0000,1.00000000,1.0000,0,0,5,1,1.2000,2
100294,6,6,386.30,64.383333,134.82,0,0.0000,1.00000000,1.0000,0,0,5,2,1.1667,2
100295,9,9,923.06,102.562222,174.12,0,0.0000,1.00000000,1.0000,0,0,5,5,1.1111,2
100296,6,6,713.86,118.976667,281.76,0,0.0000,1.00000000,1.0000,0,0,5,3,1.3333,2
100297,9,9,344.37,38.263333,76.81,1,0.1111,1.00000000,1.0000,0,0,5,2,0.7778,2
100298,6,6,322.46,53.743333,135.25,0,0.0000,1.00000000,1.0000,0,0,4,3,1.1667,2
100299,6,6,857.17,142.861667,447.39,0,0.0000,1.00000000,1.0000,0,0,2,2,0.8333,1
100300,4,4,253.09,63.272500,79.96,0,0.0000,1.00000000,1.0000,0,0,3,3,1.5000,2
100301,4,4,538.20,134.550000,339.80,0,0.0000,1.00000000,1.0000,0,0,2,0,0.7500,2
100302,8,8,397.08,49.635000,82.92,0,0.0000,1.00000000,1.0000,0,0,3,4,0.8750,2
100303,5,5,271.21,54.242000,123.08,0,0.0000,1.00000000,1.0000,0,0,4,3,1.4000,2
100304,7,7,330.15,47.164286,111.27,0,0.0000,1.00000000,1.0000,0,0,6,2,1.1429,2
100305,4,4,210.84,52.710000,96.74,0,0.0000,1.00000000,1.0000,0,0,3,2,1.2500,2
100306,8,8,817.51,102.188750,483.37,0,0.0000,1.00000000,1.0000,0,0,7,4,1.5000,2
100307,6,6,206.73,34.455000,85.51,0,0.0000,1.00000000,1.0000,0,0,4,2,1.0000,2
100308,3,3,330.50,110.166667,322.89,0,0.0000,1.00000000,1.0000,0,0,2,1,1.0000,2
100309,3,3,236.33,78.776667,109.46,0,0.0000,1.00000000,1.0000,0,0,2,2,1.3333,2
100310,6,6,1445.82,240.970000,776.41,0,0.0000,1.00000000,1.0000,0,1,4,4,1.8333,4
100311,7,7,544.06,77.722857,213.68,2,0.2857,1.00000000,1.0000,0,0,6,3,1.2857,2
100312,5,5,208.85,41.770000,95.72,1,0.2000,1.00000000,1.0000,0,0,2,2,0.8000,2
100313,5,5,586.21,117.242000,474.65,0,0.0000,1.00000000,1.0000,0,0,4,2,1.4000,2
100314,4,4,484.73,121.182500,147.25,0,0.0000,1.00000000,1.0000,0,0,3,3,1.5000,2
100315,6,6,611.94,101.990000,284.92,0,0.0000,1.00000000,1.0000,0,0,4,3,1.1667,2
100316,5,5,453.83,90.766000,165.44,0,0.0000,1.00000000,1.0000,0,0,3,3,1.2000,2
100317,9,9,690.14,76.682222,450.19,0,0.0000,1.00000000,1.0000,0,0,5,5,1.2222,2
100318,7,7,758.08,108.297143,579.80,0,0.0000,1.00000000,1.0000,0,0,3,3,1.0000,3
100319,8,8,445.58,55.697500,146.73,0,0.0000,1.00000000,1.0000,0,0,6,5,1.3750,2
100320,5,5,860.53,172.106000,662.81,1,0.2000,1.00000000,1.0000,0,1,4,4,2.0000,3
100321,3,3,692.03,230.676667,647.49,0,0.0000,1.00000000,1.0000,0,1,2,1,1.6667,2
100322,8,8,680.82,85.102500,258.55,0,0.0000,1.00000000,1.0000,0,0,7,1,1.0000,2
100323,4,4,266.46,66.615000,178.41,0,0.0000,1.00000000,1.0000,0,0,1,3,1.0000,1
100325,4,4,220.42,55.105000,113.26,0,0.0000,1.00000000,1.0000,0,0,3,3,1.5000,2
100326,7,7,514.25,73.464286,204.46,0,0.0000,1.00000000,1.0000,0,0,4,4,1.1429,2
100327,4,4,445.31,111.327500,341.48,0,0.0000,1.00000000,1.0000,0,0,3,2,1.5000,2
100328,8,8,350.53,43.816250,133.29,0,0.0000,1.00000000,1.0000,0,0,5,4,1.1250,2
100329,7,7,891.34,127.334286,506.74,0,0.0000,1.00000000,1.0000,0,0,4,2,1.0000,2
100330,11,11,562.52,51.138182,130.03,1,0.0909,1.00000000,1.0000,0,0,9,6,1.3636,2
100331,9,9,373.86,41.540000,97.82,0,0.0000,1.00000000,1.0000,0,0,6,6,1.3333,2
100332,8,8,450.98,56.372500,224.69,0,0.0000,1.00000000,1.0000,0,0,5,4,1.1250,2
100333,3,3,105.38,35.126667,82.11,0,0.0000,1.00000000,1.0000,0,0,2,1,1.0000,2
100334,6,6,213.76,35.626667,71.21,0,0.0000,1.00000000,1.0000,0,0,3,3,1.0000,2
100335,9,9,1056.31,117.367778,404.40,0,0.0000,1.00000000,1.0000,0,0,3,7,1.2222,2
100336,4,4,126.26,31.565000,48.02,1,0.2500,1.00000000,1.0000,0,0,3,3,1.5000,2
100337,2,2,60.74,30.370000,45.75,1,0.5000,1.00000000,1.0000,0,0,2,1,1.5000,2
100338,11,11,683.55,62.140909,144.03,1,0.0909,1.09090909,2.0000,0,0,8,7,1.3636,2
100339,7,7,267.99,38.284286,147.06,0,0.0000,1.00000000,1.0000,0,0,4,2,0.8571,2
100340,12,12,571.60,47.633333,145.20,0,0.0000,1.00000000,1.0000,0,0,9,5,1.1667,2
100341,13,13,763.41,58.723846,164.20,0,0.0000,1.00000000,1.0000,0,0,5,3,0.6154,2
100342,5,5,239.33,47.866000,83.83,1,0.2000,1.00000000,1.0000,0,0,2,4,1.2000,2
100343,4,4,338.77,84.692500,302.68,0,0.0000,1.00000000,1.0000,0,0,2,1,0.7500,1
100344,7,7,907.43,129.632857,322.06,0,0.0000,1.00000000,1.0000,0,0,6,5,1.5714,2
100345,6,6,421.11,70.185000,220.04,0,0.0000,1.00000000,1.0000,0,0,5,3,1.3333,2
100346,9,9,652.86,72.540000,160.56,0,0.0000,1.00000000,1.0000,0,0,4,5,1.0000,2
100347,9,9,578.22,64.246667,209.06,0,0.0000,1.00000000,1.0000,0,0,6,6,1.3333,2
100348,7,7,393.56,56.222857,227.66,0,0.0000,1.00000000,1.0000,0,0,4,2,0.8571,2
100349,7,7,703.26,100.465714,558.17,0,0.0000,1.00000000,1.0000,0,0,5,4,1.4286,3
100350,5,5,366.91,73.382000,195.67,0,0.0000,1.00000000,1.0000,0,0,3,2,1.0000,2
100351,6,6,212.54,35.423333,92.24,0,0.0000,1.00000000,1.0000,0,0,4,3,1.1667,2
100352,5,5,129.23,25.846000,47.82,0,0.0000,1.00000000,1.0000,0,0,4,2,1.2000,2
100353,13,13,707.11,54.393077,137.21,0,0.0000,1.00000000,1.0000,0,0,9,6,1.1538,2
100354,5,5,620.18,124.036000,495.59,0,0.0000,1.00000000,1.0000,0,0,3,3,1.4000,2
100355,5,5,326.80,65.360000,93.38,0,0.0000,1.00000000,1.0000,0,0,3,3,1.2000,2
100356,7,7,349.71,49.958571,137.96,0,0.0000,1.00000000,1.0000,0,0,4,4,1.1429,2
100357,9,9,656.08,72.897778,341.46,1,0.1111,1.00000000,1.0000,0,0,6,4,1.2222,2
100358,10,9,927.01,92.701000,433.61,1,0.1000,1.10000000,2.0000,0,0,3,3,0.7000,2
100359,4,4,200.70,50.175000,132.96,0,0.0000,1.00000000,1.0000,0,0,3,3,1.5000,2
100360,8,8,862.79,107.848750,403.12,2,0.2500,1.00000000,1.0000,0,0,4,5,1.2500,2
100361,8,8,899.72,112.465000,299.25,0,0.0000,1.00000000,1.0000,0,0,5,3,1.0000,2
100362,7,7,259.72,37.102857,86.06,0,0.0000,1.00000000,1.0000,0,0,4,4,1.1429,2
100363,4,4,225.39,56.347500,112.41,0,0.0000,1.00000000,1.0000,0,0,2,2,1.0000,2
100364,2,2,250.59,125.295000,141.47,0,0.0000,1.00000000,1.0000,0,0,2,1,1.5000,2
100365,10,9,615.16,61.516000,172.80,0,0.0000,1.10000000,2.0000,0,0,8,6,1.4000,2
100366,6,6,320.84,53.473333,168.65,0,0.0000,1.00000000,1.0000,0,0,2,2,0.6667,2
100367,5,5,823.69,164.738000,592.24,0,0.0000,1.00000000,1.0000,0,0,4,4,1.8000,3
100368,7,7,683.80,97.685714,279.70,0,0.0000,1.00000000,1.0000,0,0,6,2,1.1429,2
100369,14,14,3623.69,258.835000,2137.31,1,0.0714,1.00000000,1.0000,0,1,12,5,1.3571,3
100370,2,2,175.99,87.995000,135.33,0,0.0000,1.00000000,1.0000,0,0,2,1,1.5000,2
100371,6,6,477.74,79.623333,224.61,0,0.0000,1.00000000,1.0000,0,0,4,3,1.1667,2
100372,7,7,628.79,89.827143,321.52,0,0.0000,1.00000000,1.0000,0,0,3,4,1.0000,2
100373,7,7,532.44,76.062857,266.99,1,0.1429,1.00000000,1.0000,0,0,5,5,1.4286,2
100374,3,3,859.90,286.633333,757.80,0,0.0000,1.00000000,1.0000,0,1,3,1,2.0000,4
100375,7,7,266.23,38.032857,151.40,0,0.0000,1.00000000,1.0000,0,0,3,2,0.7143,2
100376,12,12,2109.65,175.804167,591.45,1,0.0833,1.00000000,1.0000,0,0,6,7,1.2500,3
100377,10,9,665.83,66.583000,228.57,0,0.0000,1.20000000,2.0000,0,0,7,4,1.1000,2
100378,3,3,174.10,58.033333,81.06,1,0.3333,1.00000000,1.0000,0,0,3,1,1.3333,2
100379,2,2,35.06,17.530000,31.18,0,0.0000,1.00000000,1.0000,0,0,2,1,1.5000,2
100380,5,5,577.96,115.592000,416.94,0,0.0000,1.00000000,1.0000,0,0,2,1,0.8000,1
100381,4,4,259.34,64.835000,91.17,0,0.0000,1.00000000,1.0000,0,0,4,2,1.5000,2
100382,8,8,670.91,83.863750,241.27,0,0.0000,1.00000000,1.0000,0,0,4,5,1.1250,2
100383,1,1,39.08,39.080000,39.08,0,0.0000,1.00000000,1.0000,0,0,0,1,1.0000,1
100384,4,4,79.42,19.855000,36.25,1,0.2500,1.00000000,1.0000,0,0,4,2,1.5000,2
100385,6,6,293.76,48.960000,149.50,0,0.0000,1.00000000,1.0000,0,0,4,1,0.8333,1
100386,8,8,799.18,99.897500,256.16,0,0.0000,1.00000000,1.0000,0,0,4,4,1.0000,2
100387,9,8,1408.25,156.472222,504.84,0,0.0000,1.11111111,2.0000,0,0,6,4,1.2222,3
100388,12,12,796.23,66.352500,263.25,0,0.0000,1.00000000,1.0000,0,0,6,8,1.1667,2
100389,6,6,268.39,44.731667,85.64,0,0.0000,1.00000000,1.0000,0,0,4,4,1.3333,2
100390,8,8,344.55,43.068750,162.46,0,0.0000,1.00000000,1.0000,0,0,5,3,1.0000,2
100391,8,8,892.23,111.528750,408.03,0,0.0000,1.00000000,1.0000,0,0,6,2,1.1250,2
100392,7,7,952.92,136.131429,470.91,0,0.0000,1.00000000,1.0000,0,0,5,6,1.7143,2
100393,7,7,533.87,76.267143,327.69,0,0.0000,1.00000000,1.0000,0,0,5,7,1.8571,3
100394,12,12,372.40,31.033333,112.69,1,0.0833,1.00000000,1.0000,0,0,8,5,1.0833,2
100395,6,6,555.00,92.500000,187.38,0,0.0000,1.00000000,1.0000,0,0,4,2,1.0000,2
100396,6,6,876.14,146.023333,425.88,0,0.0000,1.16666667,2.0000,0,0,5,2,1.3333,3
100397,6,6,568.60,94.766667,230.64,0,0.0000,1.00000000,1.0000,0,0,5,2,1.1667,2
100398,5,5,318.42,63.684000,202.62,0,0.0000,1.00000000,1.0000,0,0,4,3,1.4000,2
100399,9,9,536.83,59.647778,202.36,0,0.0000,1.00000000,1.0000,0,0,5,6,1.2222,2
100400,2,2,231.09,115.545000,118.95,0,0.0000,1.00000000,1.0000,0,0,2,2,2.0000,2
100401,6,6,299.78,49.963333,93.52,0,0.0000,1.00000000,1.0000,0,0,3,4,1.1667,2
100402,4,4,263.52,65.880000,172.28,1,0.2500,1.00000000,1.0000,0,0,3,2,1.2500,2
100403,9,9,489.58,54.397778,157.08,0,0.0000,1.00000000,1.0000,0,0,8,2,1.1111,2
100404,5,5,252.96,50.592000,87.20,0,0.0000,1.00000000,1.0000,0,0,3,1,0.8000,1
100405,6,6,541.60,90.266667,213.61,0,0.0000,1.00000000,1.0000,0,0,5,5,1.6667,2
100406,8,8,2978.47,372.308750,2074.86,1,0.1250,1.00000000,1.0000,0,1,4,4,1.3750,2
100407,7,7,638.61,91.230000,335.45,1,0.1429,1.00000000,1.0000,0,0,5,5,1.5714,3
100408,5,5,194.97,38.994000,100.81,0,0.0000,1.00000000,1.0000,0,0,4,1,1.0000,2
100409,5,5,1445.83,289.166000,993.57,0,0.0000,1.00000000,1.0000,0,1,4,2,1.6000,3
100410,8,8,574.39,71.798750,276.42,0,0.0000,1.00000000,1.0000,0,0,3,2,0.6250,2
100411,11,10,1332.46,121.132727,534.55,0,0.0000,1.09090909,2.0000,0,0,8,7,1.4545,3
100412,6,6,471.83,78.638333,253.05,0,0.0000,1.00000000,1.0000,0,0,3,4,1.1667,2
100413,10,10,520.40,52.040000,164.77,0,0.0000,1.00000000,1.0000,0,0,6,6,1.2000,2
100414,7,7,403.90,57.700000,160.56,0,0.0000,1.00000000,1.0000,0,0,4,4,1.1429,2
100415,11,11,693.46,63.041818,208.06,1,0.0909,1.00000000,1.0000,0,0,8,8,1.4545,2
100416,8,8,530.53,66.316250,219.48,1,0.1250,1.00000000,1.0000,0,0,5,3,1.0000,2
100417,5,5,180.94,36.188000,51.40,0,0.0000,1.00000000,1.0000,0,0,3,2,1.0000,2
100418,6,6,359.46,59.910000,134.62,0,0.0000,1.00000000,1.0000,0,0,4,4,1.3333,2
100419,6,6,129.89,21.648333,39.61,1,0.1667,1.00000000,1.0000,0,0,6,4,1.6667,2
100420,7,7,777.82,111.117143,442.30,0,0.0000,1.00000000,1.0000,0,0,5,2,1.1429,2
100421,6,6,787.07,131.178333,225.19,0,0.0000,1.00000000,1.0000,0,0,4,3,1.1667,2
100422,6,6,405.22,67.536667,197.43,1,0.1667,1.00000000,1.0000,0,0,5,4,1.5000,2
100423,4,4,401.26,100.315000,145.51,1,0.2500,1.00000000,1.0000,0,0,3,1,1.0000,2
100424,4,4,698.87,174.717500,393.20,0,0.0000,1.00000000,1.0000,0,0,2,1,1.0000,2
100425,6,6,232.85,38.808333,125.37,0,0.0000,1.00000000,1.0000,0,0,4,3,1.1667,2
100426,8,8,224.44,28.055000,82.21,0,0.0000,1.00000000,1.0000,0,0,5,2,0.8750,2
100427,4,4,415.16,103.790000,157.66,0,0.0000,1.00000000,1.0000,0,0,3,0,0.7500,1
100428,3,3,105.99,35.330000,45.42,0,0.0000,1.00000000,1.0000,0,0,1,1,0.6667,1
100429,8,8,482.65,60.331250,241.39,0,0.0000,1.00000000,1.0000,0,0,6,3,1.1250,2
100430,5,5,1507.47,301.494000,969.49,0,0.0000,1.00000000,1.0000,0,1,3,4,2.0000,3
100431,4,4,272.38,68.095000,171.29,0,0.0000,1.00000000,1.0000,0,0,2,3,1.2500,2
100432,5,5,238.13,47.626000,97.78,0,0.0000,1.00000000,1.0000,0,0,2,2,0.8000,1
100433,9,9,1150.18,127.797778,525.49,0,0.0000,1.00000000,1.0000,0,0,6,3,1.1111,2
100434,4,4,159.41,39.852500,84.32,0,0.0000,1.00000000,1.0000,0,0,1,2,0.7500,2
100435,9,9,765.69,85.076667,122.32,1,0.1111,1.00000000,1.0000,0,0,9,7,1.7778,2
100436,7,7,333.14,47.591429,177.30,0,0.0000,1.00000000,1.0000,0,0,7,3,1.4286,2
100437,3,3,118.09,39.363333,76.21,0,0.0000,1.00000000,1.0000,0,0,2,0,0.6667,1
100438,6,6,623.78,103.963333,209.92,1,0.1667,1.00000000,1.0000,0,0,6,4,1.6667,2
100439,6,6,369.17,61.528333,133.96,0,0.0000,1.00000000,1.0000,0,0,5,3,1.3333,2
100440,7,7,352.74,50.391429,127.80,0,0.0000,1.00000000,1.0000,0,0,6,4,1.4286,2
100441,10,10,1395.29,139.529000,279.11,0,0.0000,1.00000000,1.0000,0,0,6,1,0.7000,2
100442,4,4,786.54,196.635000,548.24,0,0.0000,1.00000000,1.0000,0,0,3,2,1.5000,2
100443,7,7,710.88,101.554286,147.96,0,0.0000,1.00000000,1.0000,0,0,5,3,1.1429,2
100444,7,7,508.04,72.577143,242.34,1,0.1429,1.00000000,1.0000,0,0,6,4,1.4286,2
100445,3,3,85.10,28.366667,68.08,0,0.0000,1.00000000,1.0000,0,0,2,1,1.0000,2
100446,2,2,331.98,165.990000,312.26,0,0.0000,1.00000000,1.0000,0,0,2,0,1.0000,1
100447,10,10,235.51,23.551000,53.26,1,0.1000,1.00000000,1.0000,0,0,8,8,1.6000,2
100448,5,5,983.50,196.700000,428.32,0,0.0000,1.00000000,1.0000,0,0,2,4,1.6000,2
100449,8,8,457.44,57.180000,171.90,1,0.1250,1.00000000,1.0000,0,0,7,6,1.6250,2
100450,12,12,675.44,56.286667,154.85,1,0.0833,1.00000000,1.0000,0,0,10,7,1.4167,2
100451,3,3,183.26,61.086667,120.39,0,0.0000,1.00000000,1.0000,0,0,2,1,1.0000,2
100452,4,4,257.82,64.455000,119.76,0,0.0000,1.00000000,1.0000,0,0,3,3,1.5000,2
100453,7,7,240.50,34.357143,128.94,0,0.0000,1.00000000,1.0000,0,0,2,2,0.5714,2
100454,5,5,431.38,86.276000,209.07,0,0.0000,1.00000000,1.0000,0,0,2,2,0.8000,2
100455,2,2,55.19,27.595000,31.81,0,0.0000,1.00000000,1.0000,0,0,1,1,1.0000,1
100456,10,10,845.06,84.506000,181.21,0,0.0000,1.00000000,1.0000,0,0,5,3,0.8000,2
100457,6,6,1160.82,193.470000,495.76,0,0.0000,1.00000000,1.0000,0,0,5,4,1.8333,3
100458,3,3,158.61,52.870000,98.37,1,0.3333,1.00000000,1.0000,0,0,3,2,1.6667,2
100459,10,10,641.89,64.189000,201.77,0,0.0000,1.00000000,1.0000,0,0,6,6,1.2000,2
100460,6,6,424.97,70.828333,163.52,0,0.0000,1.00000000,1.0000,0,0,5,2,1.1667,2
100461,5,5,187.85,37.570000,73.61,0,0.0000,1.00000000,1.0000,0,0,4,4,1.6000,2
100462,11,11,1118.44,101.676364,319.60,0,0.0000,1.09090909,2.0000,0,0,6,6,1.0909,2
100463,5,5,584.22,116.844000,399.39,0,0.0000,1.00000000,1.0000,0,0,4,1,1.2000,2
100464,8,8,945.43,118.178750,308.33,0,0.0000,1.00000000,1.0000,0,0,6,6,1.5000,2
100465,4,4,129.38,32.345000,57.86,0,0.0000,1.00000000,1.0000,0,0,4,2,1.5000,2
100466,8,8,536.51,67.063750,136.36,0,0.0000,1.00000000,1.0000,0,0,6,3,1.1250,2
100467,3,3,418.13,139.376667,378.87,0,0.0000,1.00000000,1.0000,0,0,1,2,1.3333,3
100468,6,6,334.29,55.715000,157.77,0,0.0000,1.00000000,1.0000,0,0,4,2,1.0000,1
100469,6,6,1093.27,182.211667,475.98,0,0.0000,1.00000000,1.0000,0,0,3,3,1.1667,2
100470,5,5,483.32,96.664000,231.98,0,0.0000,1.20000000,2.0000,0,0,4,3,1.4000,2
100471,6,6,157.29,26.215000,46.17,0,0.0000,1.00000000,1.0000,0,0,4,1,0.8333,2
100472,5,5,686.73,137.346000,300.18,0,0.0000,1.00000000,1.0000,0,0,3,4,1.4000,2
100473,9,9,1111.24,123.471111,239.97,0,0.0000,1.00000000,1.0000,0,0,6,5,1.2222,2
100474,4,4,325.76,81.440000,242.44,0,0.0000,1.00000000,1.0000,0,0,4,0,1.0000,1
100475,2,2,30.25,15.125000,16.51,0,0.0000,1.00000000,1.0000,0,0,2,1,1.5000,2
100476,7,7,276.23,39.461429,165.60,0,0.0000,1.00000000,1.0000,0,0,3,7,1.4286,2
100477,2,2,71.82,35.910000,41.03,0,0.0000,1.00000000,1.0000,0,0,1,0,0.5000,1
100478,5,5,351.00,70.200000,202.24,0,0.0000,1.00000000,1.0000,0,0,5,4,1.8000,2
100479,4,4,140.11,35.027500,54.80,0,0.0000,1.00000000,1.0000,0,0,2,2,1.0000,1
100480,6,6,158.83,26.471667,42.90,0,0.0000,1.00000000,1.0000,0,0,3,4,1.1667,2
100481,2,2,60.23,30.115000,48.34,0,0.0000,1.00000000,1.0000,0,0,1,2,1.5000,2
100482,3,3,150.41,50.136667,102.98,0,0.0000,1.00000000,1.0000,0,0,3,2,1.6667,2
100483,7,7,1503.24,214.748571,995.14,1,0.1429,1.00000000,1.0000,0,1,5,5,1.8571,4
100484,6,6,733.34,122.223333,280.05,0,0.0000,1.00000000,1.0000,0,0,3,2,0.8333,1
100485,2,2,36.27,18.135000,25.38,0,0.0000,1.00000000,1.0000,0,0,2,0,1.0000,1
100486,6,6,234.57,39.095000,90.55,0,0.0000,1.00000000,1.0000,0,0,4,2,1.0000,1
100487,5,5,524.99,104.998000,258.13,0,0.0000,1.20000000,2.0000,0,0,4,4,1.6000,2
100488,4,4,991.29,247.822500,448.24,0,0.0000,1.00000000,1.0000,0,0,3,0,1.0000,2
100489,7,7,638.08,91.154286,270.43,0,0.0000,1.00000000,1.0000,0,0,4,2,0.8571,1
100490,12,12,675.66,56.305000,117.80,0,0.0000,1.00000000,1.0000,0,0,8,8,1.3333,2
100491,7,7,4859.36,694.194286,4516.12,1,0.1429,1.00000000,1.0000,0,1,6,5,1.8571,3
100492,3,3,202.24,67.413333,142.76,0,0.0000,1.00000000,1.0000,0,0,1,1,0.6667,1
100493,8,8,749.23,93.653750,327.99,0,0.0000,1.00000000,1.0000,0,0,6,5,1.5000,3
100494,4,4,269.17,67.292500,204.25,0,0.0000,1.00000000,1.0000,0,0,4,2,1.5000,2
100495,6,6,1961.80,326.966667,1250.67,1,0.1667,1.00000000,1.0000,0,1,2,4,1.5000,3
100496,8,8,419.80,52.475000,107.50,1,0.1250,1.00000000,1.0000,0,0,5,4,1.1250,2
100497,13,13,763.27,58.713077,174.80,0,0.0000,1.00000000,1.0000,0,0,8,6,1.0769,2
100498,9,9,858.10,95.344444,288.52,0,0.0000,1.00000000,1.0000,0,0,7,5,1.3333,2
100499,7,7,483.07,69.010000,124.90,0,0.0000,1.00000000,1.0000,0,0,4,3,1.0000,2
100500,5,5,482.79,96.558000,213.20,0,0.0000,1.00000000,1.0000,0,0,4,2,1.2000,2
100501,8,8,2117.95,264.743750,893.02,0,0.0000,1.00000000,1.0000,0,2,5,5,1.7500,4
100502,5,5,317.77,63.554000,134.91,0,0.0000,1.20000000,2.0000,0,0,4,2,1.2000,2
100503,5,5,180.28,36.056000,93.86,0,0.0000,1.00000000,1.0000,0,0,4,4,1.6000,2
100504,5,5,398.57,79.714000,269.40,1,0.2000,1.00000000,1.0000,0,0,5,3,1.6000,2
100505,8,7,328.32,41.040000,147.06,0,0.0000,1.12500000,2.0000,0,0,5,3,1.0000,2
100506,3,3,545.55,181.850000,509.48,1,0.3333,1.00000000,1.0000,0,0,2,1,1.3333,3
100507,7,7,373.29,53.327143,124.84,0,0.0000,1.00000000,1.0000,0,0,3,3,0.8571,2
100508,6,6,860.88,143.480000,346.77,0,0.0000,1.00000000,1.0000,0,0,4,2,1.1667,3
100509,4,4,380.25,95.062500,116.03,0,0.0000,1.00000000,1.0000,0,0,3,2,1.2500,2
100510,7,6,338.79,48.398571,144.37,0,0.0000,1.14285714,2.0000,0,0,4,1,0.7143,1
100511,6,6,509.46,84.910000,187.96,0,0.0000,1.00000000,1.0000,0,0,2,3,0.8333,2
100512,4,4,170.74,42.685000,107.67,0,0.0000,1.00000000,1.0000,0,0,3,1,1.0000,2
100513,2,2,67.92,33.960000,56.74,1,0.5000,1.00000000,1.0000,0,0,2,2,2.0000,2
100514,8,8,1559.15,194.893750,1325.23,1,0.1250,1.00000000,1.0000,0,1,3,2,0.8750,4
100515,10,10,462.34,46.234000,102.08,0,0.0000,1.00000000,1.0000,0,0,8,2,1.0000,2
100516,7,7,528.28,75.468571,185.03,0,0.0000,1.00000000,1.0000,0,0,6,2,1.1429,2
100517,4,4,151.32,37.830000,73.78,0,0.0000,1.00000000,1.0000,0,0,1,3,1.0000,2
100518,4,4,147.28,36.820000,86.07,0,0.0000,1.00000000,1.0000,0,0,2,3,1.2500,2
